Auction,Color,IsBadBuy,MMRCurrentAuctionAveragePrice,Size,TopThreeAmericanName,VehBCost,VehicleAge,VehOdo,WarrantyCost,WheelType
OTHER,WHITE,No,4253,MEDIUM SUV,FORD,5900,6,84957,1543,Alloy
OTHER,BEIGE,No,1753,MEDIUM,GM,4200,8,93498,2939,Alloy
OTHER,GREY,Yes,4463,MEDIUM SUV,CHRYSLER,6200,6,73300,1689,Alloy
OTHER,GOLD,No,2450,COMPACT,GM,4200,5,90226,1341,Covers
OTHER,MAROON,Yes,8164,MEDIUM SUV,GM,8000,4,85853,1633,unkwnWheel
OTHER,WHITE,No,7513,LARGE,GM,7300,2,83956,2152,Covers
OTHER,GOLD,No,3496,MEDIUM,GM,4100,5,80188,1243,Covers
OTHER,GREEN,No,11343,CROSSOVER,CHRYSLER,8900,3,84127,1503,Alloy
OTHER,BEIGE,No,1866,VAN,GM,4700,8,80792,5392,Alloy
OTHER,GREY,No,6403,MEDIUM,GM,6500,3,69423,923,Covers
OTHER,BLUE,No,3240,MEDIUM,OTHER,5600,4,54918,671,Alloy
OTHER,GREY,No,5986,MEDIUM,GM,6500,3,72097,1272,Covers
OTHER,BLACK,No,10095,MEDIUM,FORD,7200,3,72942,803,Alloy
OTHER,BLACK,No,3516,LARGE,GM,5800,5,74924,1974,Covers
OTHER,WHITE,No,3771,MEDIUM,CHRYSLER,5900,4,66604,1215,Covers
OTHER,GREEN,No,5606,VAN,FORD,6500,3,77245,1506,Covers
OTHER,GREY,No,7976,LARGE,GM,7000,2,83249,2152,Alloy
OTHER,GREY,No,2536,MEDIUM,CHRYSLER,4000,6,94525,1641,unkwnWheel
OTHER,WHITE,No,3732,MEDIUM,OTHER,4400,4,46001,482,Covers
OTHER,BLACK,No,3012,COMPACT,FORD,4200,5,84765,1243,Covers
OTHER,BLACK,No,5059,MEDIUM,GM,5300,3,80594,853,unkwnWheel
OTHER,BLUE,Yes,2892,COMPACT,GM,4200,4,77090,1155,unkwnWheel
OTHER,MAROON,No,5033,MEDIUM,OTHER,4200,2,55189,505,Covers
OTHER,RED,No,6236,MEDIUM,GM,6800,3,73894,1272,Covers
OTHER,BLACK,No,7743,LARGE,GM,7400,3,78186,1506,Covers
OTHER,GREEN,No,2870,VAN,FORD,4400,6,79623,2157,unkwnWheel
OTHER,WHITE,No,6167,MEDIUM,OTHER,7500,3,76295,569,Covers
OTHER,SILVER,No,7914,MEDIUM,OTHER,9700,5,73722,569,Alloy
OTHER,GREY,No,6189,MEDIUM,GM,7400,3,74376,803,Alloy
OTHER,BLUE,No,6925,VAN,CHRYSLER,6400,3,71533,1623,Covers
OTHER,SILVER,No,4603,MEDIUM,CHRYSLER,6050,3,61651,1215,Covers
OTHER,BLUE,No,6116,MEDIUM,CHRYSLER,6200,2,59751,1086,Alloy
OTHER,WHITE,No,6684,SPORTS,OTHER,9275,5,61096,923,Alloy
OTHER,RED,No,3344,COMPACT,OTHER,5100,4,41534,482,Alloy
OTHER,BLUE,No,2118,COMPACT,FORD,4600,6,45472,1134,Covers
OTHER,SILVER,Yes,3413,COMPACT,FORD,4500,5,84529,1243,unkwnWheel
OTHER,BLACK,No,9088,MEDIUM SUV,GM,9700,4,83577,1633,Covers
OTHER,RED,No,7743,MEDIUM,OTHER,7900,4,71120,1038,Alloy
OTHER,GREEN,No,2929,MEDIUM,CHRYSLER,5050,7,83030,1803,Covers
OTHER,GREY,Yes,7518,VAN,CHRYSLER,8100,4,76745,1623,Alloy
OTHER,BLUE,No,3972,COMPACT,GM,6400,4,73345,803,Covers
OTHER,RED,Yes,3722,MEDIUM,OTHER,5300,4,45284,482,unkwnWheel
OTHER,BLUE,No,3493,MEDIUM,CHRYSLER,5200,6,60036,1313,Alloy
OTHER,GREY,Yes,3354,MEDIUM,FORD,5600,5,84709,983,Alloy
OTHER,SILVER,No,2997,COMPACT,GM,3500,5,89118,1243,Covers
OTHER,GREY,No,9850,SPECIALTY,CHRYSLER,9600,2,88676,1503,Covers
OTHER,RED,No,6051,COMPACT,GM,6100,2,77313,803,Alloy
OTHER,SILVER,No,6194,COMPACT,OTHER,5950,4,94103,620,Covers
OTHER,WHITE,No,9965,LARGE TRUCK,FORD,9100,4,53973,505,Alloy
OTHER,GREY,No,7312,MEDIUM,GM,6800,4,86004,1113,Covers
OTHER,SILVER,No,7138,VAN,GM,7700,3,74598,2091,Covers
OTHER,SILVER,No,3492,LARGE,GM,6000,8,82464,2452,Alloy
OTHER,BLUE,No,4655,COMPACT,GM,5550,3,65496,728,Covers
OTHER,SILVER,No,3768,LARGE,GM,5900,6,94514,2351,Covers
MANHEIM,BLUE,No,6305,LARGE,GM,6220,4,72851,1974,Alloy
MANHEIM,BLUE,No,5057,LARGE,GM,5295,4,73030,1974,Covers
MANHEIM,BLUE,No,4165,VAN,FORD,4165,4,81095,1633,Covers
MANHEIM,GOLD,No,7234,CROSSOVER,FORD,8025,3,68155,1313,Alloy
MANHEIM,BLUE,No,11644,SMALL SUV,FORD,7535,2,60715,825,Alloy
MANHEIM,BLUE,No,3716,VAN,FORD,4715,5,68206,1313,Alloy
MANHEIM,NOT AVAIL,No,4573,LARGE,GM,5320,4,74751,1974,Alloy
MANHEIM,NOT AVAIL,No,6858,LARGE,GM,7485,3,60570,1703,Alloy
MANHEIM,SILVER,No,2326,MEDIUM,FORD,4895,6,37968,942,Alloy
MANHEIM,WHITE,No,6935,MEDIUM,GM,5270,3,88051,1373,Covers
MANHEIM,BLACK,No,8192,LARGE,GM,7400,2,75374,2208,Alloy
MANHEIM,SILVER,No,7783,LARGE,GM,6800,2,69294,1703,Alloy
MANHEIM,BLACK,No,4748,COMPACT,OTHER,6395,4,64737,533,Alloy
MANHEIM,GREY,No,8595,MEDIUM,OTHER,8440,4,89364,594,Covers
MANHEIM,RED,No,4868,MEDIUM,CHRYSLER,5700,3,90118,1485,Alloy
MANHEIM,WHITE,No,3753,MEDIUM,CHRYSLER,5435,5,62919,1215,Covers
MANHEIM,WHITE,No,6348,MEDIUM,GM,8045,3,65087,1118,Alloy
MANHEIM,BLUE,No,6806,LARGE,GM,6935,3,69008,1703,Alloy
MANHEIM,BLACK,No,6137,MEDIUM,GM,6900,3,69925,1118,Covers
MANHEIM,BLUE,No,8444,LARGE SUV,GM,10270,5,68398,1411,Alloy
MANHEIM,BLACK,No,10145,LARGE,GM,8575,1,61690,1703,Covers
MANHEIM,WHITE,No,6518,LARGE,GM,6600,3,84778,2152,Alloy
MANHEIM,BLUE,No,6016,LARGE,FORD,7775,3,60829,1313,Alloy
MANHEIM,BLACK,No,7965,MEDIUM,CHRYSLER,7260,1,67224,1020,Alloy
MANHEIM,BEIGE,No,5527,MEDIUM,CHRYSLER,4895,2,60195,1215,Covers
MANHEIM,BLACK,No,4119,MEDIUM,FORD,5030,3,71424,920,Covers
MANHEIM,SILVER,No,6803,VAN,CHRYSLER,7545,2,67869,1411,Covers
MANHEIM,GREY,No,9005,MEDIUM,GM,8045,1,36447,822,Alloy
MANHEIM,GOLD,No,10934,MEDIUM,GM,9555,1,64918,923,Alloy
MANHEIM,SILVER,No,6905,COMPACT,GM,6235,1,41369,623,Alloy
MANHEIM,BLUE,No,4572,MEDIUM,OTHER,5535,3,43323,482,Alloy
MANHEIM,BLACK,Yes,6455,LARGE,GM,6435,3,67430,1703,Alloy
MANHEIM,WHITE,No,10364,CROSSOVER,CHRYSLER,8245,2,71943,1389,Alloy
MANHEIM,GOLD,No,5585,COMPACT,GM,5935,2,51512,671,Alloy
MANHEIM,PURPLE,No,5964,VAN,GM,7445,2,68474,1801,Alloy
MANHEIM,BLUE,No,5669,MEDIUM,OTHER,5435,2,37591,462,Alloy
MANHEIM,WHITE,No,5813,MEDIUM,GM,6235,3,80206,1373,Covers
MANHEIM,BLUE,No,5464,LARGE TRUCK,CHRYSLER,8710,7,51704,1054,Alloy
MANHEIM,BLACK,No,9310,LARGE,FORD,7545,3,88714,1633,Alloy
MANHEIM,BLUE,No,5148,LARGE,GM,6635,5,80085,2152,Alloy
MANHEIM,BLUE,No,5481,MEDIUM,OTHER,7625,6,80636,594,Covers
MANHEIM,GREY,No,5539,COMPACT,OTHER,7405,5,67555,533,Covers
MANHEIM,BLUE,Yes,7063,VAN,GM,7035,3,100567,2731,unkwnWheel
MANHEIM,GREY,No,4741,VAN,GM,7345,5,87310,2282,unkwnWheel
MANHEIM,WHITE,No,8579,LARGE,FORD,6735,3,93378,1774,Alloy
MANHEIM,BLUE,No,6769,LARGE,GM,8045,4,68910,1703,Covers
MANHEIM,RED,No,8402,SMALL SUV,CHRYSLER,7325,4,86029,723,Alloy
MANHEIM,SILVER,No,5536,MEDIUM,FORD,5335,3,78413,920,Covers
MANHEIM,WHITE,No,8878,LARGE,FORD,7445,3,79024,1506,Alloy
MANHEIM,BLACK,No,9065,SPECIALTY,OTHER,10055,5,70797,1974,Alloy
MANHEIM,SILVER,No,7401,MEDIUM,CHRYSLER,7745,3,79917,1155,Covers
MANHEIM,GREY,No,6224,MEDIUM,GM,6935,4,89120,853,Alloy
MANHEIM,WHITE,Yes,2314,VAN,FORD,4210,8,62887,1906,Covers
MANHEIM,BLUE,No,4562,VAN,CHRYSLER,6535,5,83413,1763,Covers
MANHEIM,GOLD,No,2967,SMALL TRUCK,GM,4495,8,72520,2157,Alloy
MANHEIM,BLUE,No,10893,MEDIUM,FORD,8645,2,69847,728,Alloy
MANHEIM,BLACK,No,6541,VAN,CHRYSLER,6665,4,81036,1763,Covers
MANHEIM,WHITE,No,4400,SMALL TRUCK,FORD,5635,5,93411,620,Alloy
MANHEIM,RED,Yes,5284,MEDIUM,GM,6000,5,79766,569,Alloy
MANHEIM,BLUE,No,8186,LARGE,GM,7375,3,81059,2152,Covers
MANHEIM,SILVER,No,10326,MEDIUM,FORD,8370,2,72938,1506,Alloy
MANHEIM,BLUE,No,7545,MEDIUM,CHRYSLER,6785,2,76656,1155,Covers
MANHEIM,RED,No,9267,LARGE,FORD,7600,3,70771,1506,Alloy
MANHEIM,GREY,No,3475,MEDIUM,FORD,6155,5,49036,693,Covers
MANHEIM,WHITE,No,7500,SMALL SUV,CHRYSLER,8130,4,73194,686,Covers
MANHEIM,WHITE,Yes,5834,COMPACT,FORD,4450,3,75936,1155,Alloy
MANHEIM,BLUE,No,4060,MEDIUM SUV,CHRYSLER,6055,7,70446,1689,Alloy
MANHEIM,SILVER,No,9142,VAN,CHRYSLER,8350,2,86610,1763,Covers
MANHEIM,GREEN,Yes,5854,MEDIUM,CHRYSLER,6220,5,43268,975,Covers
MANHEIM,BLUE,No,9042,MEDIUM,FORD,8270,2,88984,1633,Alloy
MANHEIM,BLUE,No,6754,MEDIUM,CHRYSLER,8200,3,56385,920,Covers
MANHEIM,MAROON,No,3889,MEDIUM SUV,GM,7120,7,78949,3967,Alloy
MANHEIM,GOLD,No,1716,COMPACT,CHRYSLER,4195,7,44712,853,Covers
MANHEIM,BLUE,No,8180,LARGE,GM,8470,2,59163,1500,Covers
MANHEIM,SILVER,No,2647,COMPACT,FORD,4415,6,104231,1450,Covers
OTHER,WHITE,No,5616,MEDIUM,CHRYSLER,5700,3,58250,1086,Covers
OTHER,GREEN,No,5677,MEDIUM,CHRYSLER,5200,3,67923,1215,Covers
OTHER,BLACK,No,4591,LARGE,GM,5000,4,50731,1500,Covers
OTHER,BLUE,No,5472,MEDIUM,CHRYSLER,5500,3,44471,975,Covers
OTHER,SILVER,No,5206,MEDIUM,CHRYSLER,5500,3,66572,1215,Covers
OTHER,BLUE,No,2109,VAN,GM,5750,5,62293,3910,Covers
OTHER,BEIGE,No,8092,LARGE,GM,8000,3,61199,1703,Covers
OTHER,SILVER,No,8140,LARGE,GM,8000,3,68750,1703,Covers
OTHER,BLUE,No,7122,MEDIUM,GM,7200,3,66138,923,Covers
OTHER,WHITE,No,5033,VAN,CHRYSLER,7200,5,71378,1623,Covers
OTHER,WHITE,No,6672,MEDIUM,GM,6500,3,70809,1272,Covers
OTHER,GREY,No,8035,LARGE,GM,7000,3,60062,1703,Covers
OTHER,GREEN,No,3597,VAN,CHRYSLER,5700,7,58697,1551,Covers
OTHER,RED,No,7138,MEDIUM,GM,6900,4,68433,923,Covers
OTHER,BLACK,No,8186,LARGE,GM,7300,3,54853,1500,Covers
OTHER,BLUE,No,6011,VAN,CHRYSLER,5200,4,94799,1918,Covers
OTHER,MAROON,No,6726,VAN,GM,7500,3,77027,2091,Covers
OTHER,WHITE,No,7086,VAN,GM,6400,3,80932,2282,Covers
OTHER,BLACK,No,4689,VAN,CHRYSLER,6100,5,71614,1623,Covers
OTHER,SILVER,No,10328,MEDIUM,FORD,8240,2,81449,1633,Alloy
OTHER,SILVER,No,7421,LARGE,GM,7000,3,69795,1703,Covers
MANHEIM,GREY,No,0,LARGE TRUCK,GM,8890,5,67882,1118,Alloy
MANHEIM,BLUE,No,9924,LARGE TRUCK,FORD,9090,4,68714,728,Alloy
MANHEIM,GREY,No,0,VAN,GM,6665,2,68473,1801,Covers
MANHEIM,RED,No,4398,VAN,FORD,3360,5,94762,1774,Alloy
MANHEIM,WHITE,No,7187,VAN,CHRYSLER,5780,3,84951,1763,Covers
MANHEIM,BLUE,No,3840,VAN,FORD,3760,5,97119,1774,Covers
MANHEIM,WHITE,No,6151,LARGE TRUCK,GM,8995,6,62370,1320,Alloy
MANHEIM,GREY,No,3585,COMPACT,CHRYSLER,4660,4,53833,588,Covers
MANHEIM,RED,No,5338,COMPACT,FORD,5180,3,67416,1020,Covers
MANHEIM,GREY,No,4532,LARGE TRUCK,CHRYSLER,8795,7,77662,1220,Alloy
MANHEIM,BLUE,No,6869,MEDIUM,OTHER,5180,4,87498,594,Covers
MANHEIM,BLACK,No,6832,LARGE,OTHER,10010,5,75575,1155,Alloy
MANHEIM,GREEN,No,8751,LARGE,FORD,7495,2,82526,1633,Alloy
MANHEIM,GREY,No,3722,MEDIUM,CHRYSLER,5630,5,70613,1389,Alloy
MANHEIM,BLUE,No,1879,MEDIUM,OTHER,5380,7,54890,1469,Covers
MANHEIM,BLUE,No,2520,MEDIUM,GM,5060,7,66086,2198,Alloy
MANHEIM,GREEN,No,3754,COMPACT,FORD,4760,5,72546,1155,Alloy
MANHEIM,BLACK,No,4080,MEDIUM,GM,4660,5,88466,853,Alloy
MANHEIM,GREY,Yes,4573,LARGE,GM,6180,4,75024,1974,Covers
MANHEIM,BLUE,Yes,5687,MEDIUM SUV,OTHER,7895,6,75743,1103,Alloy
MANHEIM,GREEN,No,2548,COMPACT,FORD,4760,6,60182,1320,Alloy
MANHEIM,GREY,No,4872,MEDIUM SUV,CHRYSLER,5980,6,76932,1923,Alloy
MANHEIM,BLACK,No,16659,LARGE TRUCK,OTHER,9845,3,71345,1272,Alloy
MANHEIM,SILVER,No,5468,VAN,CHRYSLER,6180,4,77301,1623,Alloy
MANHEIM,BEIGE,No,6319,MEDIUM,OTHER,8830,4,59701,588,Covers
MANHEIM,BLUE,No,6175,MEDIUM,CHRYSLER,5880,2,51648,1086,Covers
MANHEIM,SILVER,Yes,3618,MEDIUM,CHRYSLER,3660,4,90498,1341,Covers
MANHEIM,SILVER,No,7590,MEDIUM,OTHER,7695,3,78217,1272,Covers
MANHEIM,RED,No,7375,LARGE TRUCK,GM,9210,3,79815,1272,Covers
MANHEIM,GREY,Yes,5649,MEDIUM SUV,GM,7395,5,71891,1155,Alloy
MANHEIM,BLUE,No,6150,CROSSOVER,CHRYSLER,7995,4,72755,1389,Alloy
MANHEIM,WHITE,No,6989,MEDIUM,FORD,7695,3,77937,803,Covers
MANHEIM,BLUE,No,3794,MEDIUM,CHRYSLER,6480,4,46007,975,Covers
MANHEIM,GREY,Yes,8547,SMALL SUV,CHRYSLER,7495,3,77586,686,Alloy
MANHEIM,GREY,No,5450,LARGE,GM,6780,4,62269,1703,Alloy
MANHEIM,WHITE,No,8326,SMALL SUV,CHRYSLER,7395,3,79590,686,Alloy
MANHEIM,BLUE,No,8019,MEDIUM,GM,7295,2,59921,837,Covers
MANHEIM,WHITE,No,6578,SMALL SUV,FORD,7295,4,80239,983,Alloy
MANHEIM,SILVER,No,3794,MEDIUM,CHRYSLER,5980,4,55647,1086,Covers
MANHEIM,SILVER,No,6696,SPECIALTY,CHRYSLER,8195,4,75549,1389,Alloy
MANHEIM,BLACK,No,7717,MEDIUM SUV,GM,7895,4,74397,1389,Alloy
MANHEIM,GOLD,No,8804,LARGE,GM,7595,2,48260,1328,Alloy
MANHEIM,BLUE,No,6378,MEDIUM,GM,6375,3,70390,1272,Covers
MANHEIM,BLACK,No,6151,SMALL SUV,CHRYSLER,7085,5,87576,723,Alloy
MANHEIM,GREEN,No,5786,MEDIUM,CHRYSLER,5185,3,86187,1503,Covers
MANHEIM,BLACK,No,4382,MEDIUM,GM,6085,4,75841,1272,Covers
MANHEIM,RED,No,9084,LARGE TRUCK,GM,10215,6,76775,1572,Alloy
MANHEIM,SILVER,No,9155,LARGE TRUCK,GM,11625,5,88825,1373,Alloy
MANHEIM,SILVER,No,6655,MEDIUM SUV,GM,7900,5,70948,1155,Alloy
MANHEIM,BLUE,No,12498,MEDIUM SUV,GM,8500,2,67859,1020,Alloy
OTHER,GREEN,Yes,2901,VAN,FORD,4800,8,90668,2506,unkwnWheel
OTHER,GOLD,No,4576,MEDIUM SUV,GM,7000,7,80932,5392,Alloy
OTHER,GREY,No,6475,MEDIUM,GM,5800,3,97227,1485,Covers
OTHER,GREY,No,7134,MEDIUM,GM,8300,3,58175,837,Covers
OTHER,GOLD,Yes,7210,CROSSOVER,FORD,8300,4,72463,1506,unkwnWheel
OTHER,SILVER,No,6083,MEDIUM,GM,5200,3,44327,623,Covers
OTHER,RED,Yes,3211,MEDIUM,CHRYSLER,4600,7,88014,1803,unkwnWheel
OTHER,BLACK,No,5758,MEDIUM SUV,CHRYSLER,6800,6,95810,2206,Alloy
OTHER,MAROON,No,6747,LARGE,GM,8300,4,58484,1169,Alloy
OTHER,RED,No,5592,COMPACT,FORD,5700,4,64127,1020,Alloy
OTHER,GREY,No,6587,MEDIUM,OTHER,8500,4,85671,723,Covers
OTHER,SILVER,Yes,2646,MEDIUM,CHRYSLER,5200,9,86208,1803,unkwnWheel
OTHER,SILVER,No,3633,MEDIUM,GM,5400,5,73804,1506,Alloy
OTHER,RED,Yes,1825,MEDIUM,GM,5000,8,61273,2198,Alloy
OTHER,WHITE,Yes,6547,SMALL SUV,FORD,7900,4,89237,983,unkwnWheel
OTHER,WHITE,No,3799,MEDIUM,CHRYSLER,6000,4,59276,920,Covers
OTHER,WHITE,No,4533,MEDIUM,OTHER,5400,3,51525,505,Covers
OTHER,BLUE,No,9188,CROSSOVER,FORD,8900,2,77114,1506,Alloy
OTHER,GREY,No,7282,MEDIUM SUV,GM,9100,5,93144,2351,Alloy
MANHEIM,SILVER,No,2775,COMPACT,GM,3600,6,55846,1220,Covers
MANHEIM,GREEN,No,3231,MEDIUM,FORD,3500,6,94680,1353,Alloy
MANHEIM,BLACK,No,7728,MEDIUM SUV,GM,6400,4,79140,1506,Alloy
MANHEIM,BLUE,No,7586,LARGE TRUCK,CHRYSLER,8600,6,84147,1283,Alloy
MANHEIM,SILVER,No,3669,VAN,FORD,5600,5,64242,1313,Covers
MANHEIM,BLUE,No,3304,VAN,CHRYSLER,4200,6,51780,1551,Covers
MANHEIM,BLACK,No,7966,MEDIUM SUV,GM,6700,4,65321,1020,Alloy
MANHEIM,RED,No,4831,MEDIUM,OTHER,5400,3,34977,462,Covers
MANHEIM,BLUE,No,3008,COMPACT,FORD,3400,5,76391,1155,Covers
MANHEIM,YELLOW,No,4237,COMPACT,OTHER,5200,6,50294,805,Special
MANHEIM,GOLD,No,6185,SMALL SUV,OTHER,6900,4,63587,825,Special
MANHEIM,GREY,No,9097,LARGE TRUCK,FORD,9200,4,69891,728,Covers
MANHEIM,SILVER,No,2395,COMPACT,OTHER,4200,7,67996,833,Alloy
MANHEIM,YELLOW,No,9145,LARGE TRUCK,GM,10700,6,64019,1418,Covers
MANHEIM,SILVER,No,5400,MEDIUM SUV,FORD,7500,6,63355,1808,Alloy
MANHEIM,SILVER,Yes,2552,COMPACT,GM,4200,6,69382,1320,Covers
MANHEIM,GOLD,No,5680,LARGE,GM,6800,5,68534,1703,Alloy
MANHEIM,WHITE,No,8586,LARGE SUV,FORD,9400,5,63404,923,Alloy
MANHEIM,SILVER,No,10306,LARGE TRUCK,CHRYSLER,10000,4,78806,920,Covers
MANHEIM,GREY,No,4029,MEDIUM,OTHER,5500,3,69555,533,Covers
MANHEIM,GOLD,No,3643,LARGE,GM,5900,5,64315,1703,Covers
MANHEIM,WHITE,No,3116,LARGE,CHRYSLER,5500,5,68583,1508,Alloy
MANHEIM,BLUE,Yes,7188,LARGE SUV,FORD,7715,6,72030,1338,Alloy
MANHEIM,BLUE,No,8918,SPORTS,FORD,9200,4,69706,728,Alloy
MANHEIM,GOLD,No,3668,MEDIUM,FORD,5200,4,80598,983,Covers
MANHEIM,WHITE,No,8175,MEDIUM SUV,GM,7500,4,55727,1169,Covers
MANHEIM,WHITE,No,9459,SPECIALTY,CHRYSLER,10500,3,72616,1389,Covers
MANHEIM,GOLD,No,4794,COMPACT,GM,5600,4,35339,582,Covers
MANHEIM,SILVER,No,3228,MEDIUM,CHRYSLER,4100,7,72669,1689,Special
MANHEIM,WHITE,No,3220,LARGE,GM,5100,6,70844,2274,Covers
MANHEIM,RED,No,8803,MEDIUM SUV,CHRYSLER,7600,3,53100,1003,Alloy
MANHEIM,WHITE,No,5738,LARGE SUV,GM,9500,7,68779,1711,Alloy
MANHEIM,WHITE,No,13466,LARGE TRUCK,OTHER,9400,3,60634,1118,Covers
MANHEIM,GREY,No,8415,SPECIALTY,OTHER,9700,7,71976,1338,Alloy
MANHEIM,BLUE,No,2764,MEDIUM,GM,4250,6,85289,1933,Covers
MANHEIM,BLACK,No,7257,MEDIUM,CHRYSLER,7100,1,46463,693,Covers
MANHEIM,SILVER,No,3203,MEDIUM,CHRYSLER,5800,7,51382,1386,Alloy
MANHEIM,BLACK,No,8997,SMALL SUV,CHRYSLER,7200,3,71775,686,Covers
MANHEIM,RED,No,10287,SPECIALTY,CHRYSLER,9900,1,49225,975,Covers
MANHEIM,WHITE,No,5598,LARGE,GM,6000,4,77846,1974,Alloy
MANHEIM,GREY,No,2651,MEDIUM,FORD,4600,5,69397,825,Alloy
MANHEIM,BLUE,Yes,5033,VAN,CHRYSLER,6800,4,79784,1623,Covers
MANHEIM,ORANGE,No,7219,MEDIUM,CHRYSLER,7400,1,40500,693,Covers
MANHEIM,GREY,No,3419,COMPACT,CHRYSLER,5800,4,65906,630,Alloy
MANHEIM,GOLD,No,8572,MEDIUM SUV,CHRYSLER,8500,4,86061,1893,Alloy
MANHEIM,SILVER,No,4758,MEDIUM SUV,FORD,7100,8,86651,1543,Alloy
MANHEIM,WHITE,Yes,3964,MEDIUM SUV,OTHER,5100,8,94201,920,Alloy
MANHEIM,SILVER,No,5187,MEDIUM,GM,5500,4,73168,1038,Covers
MANHEIM,SILVER,No,4530,VAN,CHRYSLER,4800,4,78158,1623,Covers
MANHEIM,BLACK,No,8441,MEDIUM SUV,CHRYSLER,8900,4,74747,1389,Alloy
MANHEIM,WHITE,No,5119,MEDIUM,OTHER,5800,3,71367,569,Covers
MANHEIM,SILVER,No,3753,MEDIUM,CHRYSLER,4300,5,86290,1503,Covers
MANHEIM,WHITE,No,4559,MEDIUM,OTHER,7200,6,73465,986,Alloy
MANHEIM,BLACK,No,3190,LARGE,GM,5900,5,75196,1974,Covers
MANHEIM,RED,No,0,VAN,GM,8200,2,65989,1801,Covers
MANHEIM,RED,No,2968,LARGE,GM,4600,8,62551,2198,Alloy
MANHEIM,BLUE,No,2396,MEDIUM,GM,3700,7,83036,2712,Covers
MANHEIM,GREY,Yes,10822,MEDIUM,FORD,7600,3,88410,1373,Alloy
MANHEIM,SILVER,No,3504,VAN,GM,4230,5,74508,4622,Covers
MANHEIM,WHITE,No,3618,MEDIUM,CHRYSLER,4340,4,88958,1243,Covers
MANHEIM,BLUE,No,8009,MEDIUM,CHRYSLER,8300,1,44079,834,Covers
MANHEIM,PURPLE,No,2747,MEDIUM,CHRYSLER,4600,5,69432,1020,Alloy
MANHEIM,GREY,No,5712,SPECIALTY,OTHER,8100,8,77330,1338,Alloy
MANHEIM,MAROON,No,3333,MEDIUM SUV,OTHER,6100,7,74773,986,Alloy
MANHEIM,BLUE,No,8014,LARGE,GM,8000,2,62619,1703,Alloy
MANHEIM,WHITE,Yes,5279,MEDIUM SUV,CHRYSLER,6400,6,88911,1803,Covers
MANHEIM,RED,Yes,3431,MEDIUM,GM,4700,6,57235,971,Covers
MANHEIM,SILVER,No,4424,SMALL SUV,CHRYSLER,6800,7,80536,1283,Alloy
MANHEIM,GREY,No,6056,LARGE TRUCK,GM,8100,6,81749,1543,unkwnWheel
MANHEIM,GREEN,No,2621,MEDIUM,FORD,4100,5,88135,983,Alloy
MANHEIM,RED,No,5725,SMALL SUV,FORD,7600,4,57162,754,Alloy
MANHEIM,SILVER,No,8947,SPORTS,FORD,8700,4,49145,623,Alloy
MANHEIM,GOLD,No,3284,LARGE,OTHER,6300,6,57896,1220,Alloy
MANHEIM,GREY,No,4175,MEDIUM SUV,OTHER,5800,5,78315,1740,Alloy
MANHEIM,GREEN,No,8229,MEDIUM SUV,CHRYSLER,7800,4,65928,1508,Alloy
MANHEIM,BLUE,No,6788,LARGE SUV,FORD,9400,6,67060,1223,Alloy
MANHEIM,WHITE,No,6643,SMALL TRUCK,CHRYSLER,6900,3,64544,1020,Alloy
MANHEIM,SILVER,No,4312,COMPACT,GM,4500,4,84347,853,Covers
MANHEIM,WHITE,No,7998,LARGE,GM,7300,1,72276,1974,Covers
MANHEIM,BLACK,No,3037,MEDIUM,GM,4600,5,76948,803,Covers
MANHEIM,BLUE,No,5902,VAN,CHRYSLER,7800,3,61661,1411,Covers
MANHEIM,GOLD,No,9391,LARGE,FORD,7300,2,81970,1633,Alloy
MANHEIM,BLUE,No,5551,MEDIUM,CHRYSLER,6100,4,60763,1215,Covers
MANHEIM,BLACK,No,8070,MEDIUM,CHRYSLER,7500,2,48917,693,Covers
MANHEIM,WHITE,Yes,4586,COMPACT,GM,5300,5,67173,728,unkwnWheel
MANHEIM,GREY,No,3665,MEDIUM,GM,6100,7,42133,1346,Covers
MANHEIM,RED,Yes,2306,SMALL SUV,GM,5600,9,55547,1220,Alloy
MANHEIM,SILVER,No,5553,COMPACT,OTHER,6400,3,27833,462,Alloy
MANHEIM,BLACK,Yes,7732,SPECIALTY,CHRYSLER,9600,5,69513,1215,Alloy
MANHEIM,WHITE,No,6855,MEDIUM,GM,7700,4,65929,923,Covers
MANHEIM,GREY,No,7738,MEDIUM,OTHER,7600,3,46054,482,Covers
MANHEIM,SILVER,No,7203,LARGE,GM,8100,5,80949,2152,Alloy
MANHEIM,WHITE,No,2440,MEDIUM,CHRYSLER,4200,9,69709,1515,Covers
MANHEIM,WHITE,Yes,9544,MEDIUM SUV,CHRYSLER,9400,6,92005,1918,Alloy
MANHEIM,BLUE,No,9416,MEDIUM SUV,GM,9100,4,82149,1503,Alloy
MANHEIM,RED,Yes,9390,MEDIUM SUV,CHRYSLER,10100,6,71178,1623,Alloy
MANHEIM,SILVER,Yes,4382,MEDIUM SUV,FORD,7900,7,71285,1455,Alloy
MANHEIM,SILVER,No,3801,MEDIUM,CHRYSLER,6000,8,61302,1515,Alloy
MANHEIM,GREEN,No,6453,LARGE,GM,7400,4,66612,1703,Covers
MANHEIM,RED,No,3902,MEDIUM,CHRYSLER,6400,5,31619,882,Covers
MANHEIM,GREY,No,7169,MEDIUM,OTHER,8300,5,64786,533,Covers
